District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Value
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,1
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,1
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.4,Total,Female,2
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.5,Total,Male,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.5,Total,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,2
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,2
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.4,Total,Female,2
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Indigenous.5,Total,Male,2
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,6
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PF Imported.5,Total,Male,6
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,31
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,45
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,64
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,125
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.4,Total,Female,95
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Indigenous.5,Total,Male,170
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PF Imported.5,Total,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.5,Total,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.5,Total,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.5,Total,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PF Imported.5,Total,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PF Imported.5,Total,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.5,Total,Male,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,3
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.5,Total,Male,3
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,1
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.5,Total,Male,1
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,1
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,4
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.4,Total,Female,1
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Indigenous.5,Total,Male,4
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,1
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.4,Total,Female,1
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PF Imported.5,Total,Male,6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.4,Total,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PM Imported.5,Total,Male,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.4,Total,Female,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Imported.4,Total,Female,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PF Imported.5,Total,Male,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
