District,zone,belt,region,Year BS,Year AD,Visit,Age group,Number of women,Zone,Belt,Region
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,6932,Mahakali,Terai,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,First Visit,< 20 Year,704,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,2505,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,2141,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,First Visit,< 20 Year,1000,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,4885,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,4422,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,First Visit,< 20 Year,511,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,2237,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,1851,Mahakali,Mountain,Far-Western
